ANO;ESTADO;FAMÍLIA;DENOMINAÇÃO;QUANTIDADE;REGIÃO
2015;RIO GRANDE DO SUL;Cédulas - 2a. família;10;341;SUL
2015;RIO GRANDE DO SUL;Cédulas - 1a. família;20;749;SUL
2015;RIO GRANDE DO SUL;Cédulas - 2a. família;20;3899;SUL
2015;RIO GRANDE DO SUL;Cédulas - 1a. família;50;3949;SUL
2015;RIO GRANDE DO SUL;Cédulas - 2a. família;50;2214;SUL
2015;RIO GRANDE DO SUL;Cédulas - 1a. família;100;7698;SUL
2015;RIO GRANDE DO SUL;Cédulas - 2a. família;100;3264;SUL
2015;RONDÔNIA;Cédulas - 1a. família;2;1;NORTE
2015;RONDÔNIA;Cédulas - 1a. família;5;14;NORTE
2015;RONDÔNIA;Cédulas - 1a. família;10;21;NORTE
2015;RONDÔNIA;Cédulas - 2a. família;10;481;NORTE
2015;RONDÔNIA;Cédulas - 1a. família;20;79;NORTE
2015;RONDÔNIA;Cédulas - 2a. família;20;365;NORTE
2015;RONDÔNIA;Cédulas - 1a. família;50;373;NORTE
2015;RONDÔNIA;Cédulas - 2a. família;50;388;NORTE
2015;RONDÔNIA;Cédulas - 1a. família;100;505;NORTE
2015;RONDÔNIA;Cédulas - 2a. família;100;1047;NORTE
2015;RORAIMA;Cédulas - 2a. família;5;1;NORTE
2015;RORAIMA;Cédulas - 1a. família;10;3;NORTE
2015;RORAIMA;Cédulas - 2a. família;10;6;NORTE
2015;RORAIMA;Cédulas - 1a. família;20;1;NORTE
2015;RORAIMA;Cédulas - 2a. família;20;54;NORTE
2015;RORAIMA;Cédulas - 1a. família;50;12;NORTE
2015;RORAIMA;Cédulas - 2a. família;50;20;NORTE
2015;RORAIMA;Cédulas - 1a. família;100;38;NORTE
2015;RORAIMA;Cédulas - 2a. família;100;116;NORTE
2015;SANTA CATARINA;Cédulas - 1a. família;2;11;SUL
2015;SANTA CATARINA;Cédulas - 2a. família;2;3;SUL
2015;SANTA CATARINA;Cédulas - 1a. família;5;84;SUL
2015;SANTA CATARINA;Cédulas - 2a. família;5;240;SUL
2015;SANTA CATARINA;Cédulas - 1a. família;10;185;SUL
2015;SANTA CATARINA;Cédulas - 2a. família;10;66;SUL
2015;SANTA CATARINA;Cédulas - 1a. família;20;1633;SUL
2015;SANTA CATARINA;Cédulas - 2a. família;20;701;SUL
2015;SANTA CATARINA;Cédulas - 1a. família;50;5282;SUL
2015;SANTA CATARINA;Cédulas - 2a. família;50;1500;SUL
2015;SANTA CATARINA;Cédulas - 1a. família;100;7465;SUL
2015;SANTA CATARINA;Cédulas - 2a. família;100;4927;SUL
2015;SÃO PAULO;Cédulas - 1a. família;2;279;SUDESTE
2015;SÃO PAULO;Cédulas - 2a. família;2;142;SUDESTE
2015;SÃO PAULO;Cédulas - 1a. família;5;524;SUDESTE
2015;SÃO PAULO;Cédulas - 2a. família;5;634;SUDESTE
2015;SÃO PAULO;Cédulas - em polímero;10;24;SUDESTE
2015;SÃO PAULO;Cédulas - 1a. família;10;2433;SUDESTE
2015;SÃO PAULO;Cédulas - 2a. família;10;1049;SUDESTE
2015;SÃO PAULO;Cédulas - 1a. família;20;9910;SUDESTE
2015;SÃO PAULO;Cédulas - 2a. família;20;15881;SUDESTE
2015;SÃO PAULO;Cédulas - 1a. família;50;18582;SUDESTE
2015;SÃO PAULO;Cédulas - 2a. família;50;12867;SUDESTE
2015;SÃO PAULO;Cédulas - 1a. família;100;47279;SUDESTE
2015;SÃO PAULO;Cédulas - 2a. família;100;46282;SUDESTE
2015;SERGIPE;Cédulas - 1a. família;2;3;NORDESTE
2015;SERGIPE;Cédulas - 2a. família;2;4;NORDESTE
2015;SERGIPE;Cédulas - 1a. família;5;8;NORDESTE
2015;SERGIPE;Cédulas - 2a. família;5;80;NORDESTE
2015;SERGIPE;Cédulas - 1a. família;10;21;NORDESTE
2015;SERGIPE;Cédulas - 2a. família;10;484;NORDESTE
2015;SERGIPE;Cédulas - 1a. família;20;25;NORDESTE
2015;SERGIPE;Cédulas - 2a. família;20;416;NORDESTE
2015;SERGIPE;Cédulas - 1a. família;50;128;NORDESTE
2015;SERGIPE;Cédulas - 2a. família;50;1608;NORDESTE
2015;SERGIPE;Cédulas - 1a. família;100;108;NORDESTE
2015;SERGIPE;Cédulas - 2a. família;100;1357;NORDESTE
2015;TOCANTINS;Cédulas - 1a. família;5;4;NORTE
2015;TOCANTINS;Cédulas - 2a. família;5;5;NORTE
2015;TOCANTINS;Cédulas - em polímero;10;1;NORTE
2015;TOCANTINS;Cédulas - 1a. família;10;7;NORTE
2015;TOCANTINS;Cédulas - 2a. família;10;7;NORTE
2015;TOCANTINS;Cédulas - 1a. família;20;30;NORTE
2015;TOCANTINS;Cédulas - 2a. família;20;162;NORTE
2015;TOCANTINS;Cédulas - 1a. família;50;110;NORTE
2015;TOCANTINS;Cédulas - 2a. família;50;207;NORTE
2015;TOCANTINS;Cédulas - 1a. família;100;470;NORTE
2015;TOCANTINS;Cédulas - 2a. família;100;1543;NORTE
2016;ACRE;Cédulas - 1a. família;5;1;NORTE
2016;ACRE;Cédulas - 2a. família;5;4;NORTE
2016;ACRE;Cédulas - 1a. família;10;3;NORTE
2016;ACRE;Cédulas - 2a. família;10;1;NORTE
2016;ACRE;Cédulas - 1a. família;20;1;NORTE
2016;ACRE;Cédulas - 2a. família;20;35;NORTE
2016;ACRE;Cédulas - 1a. família;50;30;NORTE
2016;ACRE;Cédulas - 2a. família;50;105;NORTE
2016;ACRE;Cédulas - 1a. família;100;43;NORTE
2016;ACRE;Cédulas - 2a. família;100;374;NORTE
2016;ALAGOAS;Cédulas - 1a. família;2;2;NORDESTE
2016;ALAGOAS;Cédulas - 2a. família;2;2;NORDESTE
2016;ALAGOAS;Cédulas - 1a. família;5;10;NORDESTE
2016;ALAGOAS;Cédulas - 2a. família;5;16;NORDESTE
2016;ALAGOAS;Cédulas - em polímero;10;3;NORDESTE
2016;ALAGOAS;Cédulas - 1a. família;10;22;NORDESTE
2016;ALAGOAS;Cédulas - 2a. família;10;89;NORDESTE
2016;ALAGOAS;Cédulas - 1a. família;20;49;NORDESTE
2016;ALAGOAS;Cédulas - 2a. família;20;422;NORDESTE
2016;ALAGOAS;Cédulas - 1a. família;50;97;NORDESTE
2016;ALAGOAS;Cédulas - 2a. família;50;226;NORDESTE
2016;ALAGOAS;Cédulas - 1a. família;100;135;NORDESTE
2016;ALAGOAS;Cédulas - 2a. família;100;1348;NORDESTE
2016;AMAPÁ;Cédulas - 1a. família;5;2;NORTE
2016;AMAPÁ;Cédulas - 2a. família;5;5;NORTE
2016;AMAPÁ;Cédulas - 2a. família;10;13;NORTE
2016;AMAPÁ;Cédulas - 2a. família;20;169;NORTE
2016;AMAPÁ;Cédulas - 1a. família;50;21;NORTE
2016;AMAPÁ;Cédulas - 2a. família;50;165;NORTE
2016;AMAPÁ;Cédulas - 1a. família;100;14;NORTE
2016;AMAPÁ;Cédulas - 2a. família;100;239;NORTE
2016;AMAZONAS;Cédulas - 1a. família;2;1;NORTE
2016;AMAZONAS;Cédulas - 2a. família;2;10;NORTE
2016;AMAZONAS;Cédulas - 1a. família;5;20;NORTE
2016;AMAZONAS;Cédulas - 2a. família;5;15;NORTE
2016;AMAZONAS;Cédulas - 1a. família;10;18;NORTE
2016;AMAZONAS;Cédulas - 2a. família;10;60;NORTE
2016;AMAZONAS;Cédulas - 1a. família;20;8;NORTE
2016;AMAZONAS;Cédulas - 2a. família;20;325;NORTE
2016;AMAZONAS;Cédulas - 1a. família;50;174;NORTE
2016;AMAZONAS;Cédulas - 2a. família;50;212;NORTE
2016;AMAZONAS;Cédulas - 1a. família;100;631;NORTE
2016;AMAZONAS;Cédulas - 2a. família;100;774;NORTE
2016;BAHIA;Cédulas - 1a. família;2;4;NORDESTE
2016;BAHIA;Cédulas - 2a. família;2;47;NORDESTE
2016;BAHIA;Cédulas - 1a. família;5;47;NORDESTE
2016;BAHIA;Cédulas - 2a. família;5;311;NORDESTE
2016;BAHIA;Cédulas - em polímero;10;59;NORDESTE
2016;BAHIA;Cédulas - 1a. família;10;138;NORDESTE
2016;BAHIA;Cédulas - 2a. família;10;608;NORDESTE
2016;BAHIA;Cédulas - 1a. família;20;430;NORDESTE
2016;BAHIA;Cédulas - 2a. família;20;3227;NORDESTE
2016;BAHIA;Cédulas - 1a. família;50;2522;NORDESTE
2016;BAHIA;Cédulas - 2a. família;50;3799;NORDESTE
2016;BAHIA;Cédulas - 1a. família;100;2588;NORDESTE
2016;BAHIA;Cédulas - 2a. família;100;6836;NORDESTE
2016;CEARÁ;Cédulas - 1a. família;2;3;NORDESTE
2016;CEARÁ;Cédulas - 2a. família;2;2;NORDESTE
2016;CEARÁ;Cédulas - 1a. família;5;24;NORDESTE
2016;CEARÁ;Cédulas - 2a. família;5;61;NORDESTE
2016;CEARÁ;Cédulas - em polímero;10;1;NORDESTE
2016;CEARÁ;Cédulas - 1a. família;10;83;NORDESTE
2016;CEARÁ;Cédulas - 2a. família;10;85;NORDESTE
2016;CEARÁ;Cédulas - 1a. família;20;63;NORDESTE
2016;CEARÁ;Cédulas - 2a. família;20;430;NORDESTE
2016;CEARÁ;Cédulas - 1a. família;50;643;NORDESTE
2016;CEARÁ;Cédulas - 2a. família;50;1478;NORDESTE
2016;CEARÁ;Cédulas - 1a. família;100;514;NORDESTE
2016;CEARÁ;Cédulas - 2a. família;100;21214;NORDESTE
2016;DISTRITO FEDERAL;Cédulas - 1a. família;2;22;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 2a. família;2;7;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 1a. família;5;138;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 2a. família;5;56;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - em polímero;10;1;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 1a. família;10;105;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 2a. família;10;34;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 1a. família;20;148;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 2a. família;20;266;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 1a. família;50;832;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 2a. família;50;12759;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 1a. família;100;954;CENTRO-OESTE
2016;DISTRITO FEDERAL;Cédulas - 2a. família;100;4506;CENTRO-OESTE
2016;ESPÍRITO SANTO;Cédulas - 1a. família;1;1;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 1a. família;2;77;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 2a. família;2;10;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 1a. família;5;160;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 2a. família;5;49;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 1a. família;10;236;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 2a. família;10;99;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 1a. família;20;128;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 2a. família;20;1036;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 1a. família;50;746;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 2a. família;50;954;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 1a. família;100;1199;SUDESTE
2016;ESPÍRITO SANTO;Cédulas - 2a. família;100;2409;SUDESTE
2016;GOIÁS;Cédulas - 1a. família;2;24;CENTRO-OESTE
2016;GOIÁS;Cédulas - 2a. família;2;9;CENTRO-OESTE
2016;GOIÁS;Cédulas - 1a. família;5;400;CENTRO-OESTE
2016;GOIÁS;Cédulas - 2a. família;5;106;CENTRO-OESTE
2016;GOIÁS;Cédulas - em polímero;10;36;CENTRO-OESTE
2016;GOIÁS;Cédulas - 1a. família;10;277;CENTRO-OESTE
2016;GOIÁS;Cédulas - 2a. família;10;98;CENTRO-OESTE
2016;GOIÁS;Cédulas - 1a. família;20;470;CENTRO-OESTE
2016;GOIÁS;Cédulas - 2a. família;20;1185;CENTRO-OESTE
2016;GOIÁS;Cédulas - 1a. família;50;1710;CENTRO-OESTE
2016;GOIÁS;Cédulas - 2a. família;50;2257;CENTRO-OESTE
2016;GOIÁS;Cédulas - 1a. família;100;1394;CENTRO-OESTE
2016;GOIÁS;Cédulas - 2a. família;100;9572;CENTRO-OESTE
2016;MARANHÃO;Cédulas - 2a. família;2;2;NORDESTE
2016;MARANHÃO;Cédulas - 1a. família;5;4;NORDESTE
2016;MARANHÃO;Cédulas - 2a. família;5;25;NORDESTE
2016;MARANHÃO;Cédulas - 1a. família;10;16;NORDESTE
2016;MARANHÃO;Cédulas - 2a. família;10;76;NORDESTE
2016;MARANHÃO;Cédulas - 1a. família;20;35;NORDESTE
2016;MARANHÃO;Cédulas - 2a. família;20;1155;NORDESTE
2016;MARANHÃO;Cédulas - 1a. família;50;206;NORDESTE
2016;MARANHÃO;Cédulas - 2a. família;50;525;NORDESTE
2016;MARANHÃO;Cédulas - 1a. família;100;266;NORDESTE
2016;MARANHÃO;Cédulas - 2a. família;100;3467;NORDESTE
2016;MATO GROSSO;Cédulas - 1a. família;2;5;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 2a. família;2;3;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 1a. família;5;16;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 2a. família;5;34;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 1a. família;10;178;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 2a. família;10;108;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 1a. família;20;269;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 2a. família;20;209;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 1a. família;50;628;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 2a. família;50;740;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 1a. família;100;1533;CENTRO-OESTE
2016;MATO GROSSO;Cédulas - 2a. família;100;2009;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 1a. família;2;5;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 1a. família;5;16;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 2a. família;5;4;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 1a. família;10;18;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 2a. família;10;27;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 1a. família;20;653;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 2a. família;20;181;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 1a. família;50;668;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 2a. família;50;3330;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 1a. família;100;419;CENTRO-OESTE
2016;MATO GROSSO DO SUL;Cédulas - 2a. família;100;563;CENTRO-OESTE
2016;MINAS GERAIS;Cédulas - 1a. família;2;119;SUDESTE
2016;MINAS GERAIS;Cédulas - 2a. família;2;152;SUDESTE
2016;MINAS GERAIS;Cédulas - 1a. família;5;708;SUDESTE
2016;MINAS GERAIS;Cédulas - 2a. família;5;553;SUDESTE
2016;MINAS GERAIS;Cédulas - em polímero;10;87;SUDESTE
2016;MINAS GERAIS;Cédulas - 1a. família;10;2197;SUDESTE
2016;MINAS GERAIS;Cédulas - 2a. família;10;1226;SUDESTE
2016;MINAS GERAIS;Cédulas - 1a. família;20;2541;SUDESTE
2016;MINAS GERAIS;Cédulas - 2a. família;20;3725;SUDESTE
2016;MINAS GERAIS;Cédulas - 1a. família;50;7380;SUDESTE
2016;MINAS GERAIS;Cédulas - 2a. família;50;5851;SUDESTE
2016;MINAS GERAIS;Cédulas - 1a. família;100;13230;SUDESTE
2016;MINAS GERAIS;Cédulas - 2a. família;100;16567;SUDESTE
2016;PARÁ;Cédulas - 2a. família;2;1;NORTE
2016;PARÁ;Cédulas - 1a. família;5;6;NORTE
2016;PARÁ;Cédulas - 2a. família;5;8;NORTE
2016;PARÁ;Cédulas - 1a. família;10;16;NORTE
2016;PARÁ;Cédulas - 2a. família;10;20;NORTE
2016;PARÁ;Cédulas - 1a. família;20;77;NORTE
2016;PARÁ;Cédulas - 2a. família;20;1129;NORTE
2016;PARÁ;Cédulas - 1a. família;50;1287;NORTE
2016;PARÁ;Cédulas - 2a. família;50;1084;NORTE
2016;PARÁ;Cédulas - 1a. família;100;435;NORTE
2016;PARÁ;Cédulas - 2a. família;100;3173;NORTE
2016;PARAÍBA;Cédulas - 2a. família;2;12;NORDESTE
2016;PARAÍBA;Cédulas - 1a. família;5;1;NORDESTE
2016;PARAÍBA;Cédulas - 2a. família;5;11;NORDESTE
2016;PARAÍBA;Cédulas - 1a. família;10;9;NORDESTE
2016;PARAÍBA;Cédulas - 2a. família;10;120;NORDESTE
2016;PARAÍBA;Cédulas - 1a. família;20;63;NORDESTE
2016;PARAÍBA;Cédulas - 2a. família;20;328;NORDESTE
2016;PARAÍBA;Cédulas - 1a. família;50;297;NORDESTE
2016;PARAÍBA;Cédulas - 2a. família;50;272;NORDESTE
2016;PARAÍBA;Cédulas - 1a. família;100;219;NORDESTE
2016;PARAÍBA;Cédulas - 2a. família;100;1517;NORDESTE
2016;PARANÁ;Cédulas - 1a. família;2;77;SUL
2016;PARANÁ;Cédulas - 2a. família;2;21;SUL
2016;PARANÁ;Cédulas - 1a. família;5;149;SUL
2016;PARANÁ;Cédulas - 2a. família;5;169;SUL
2016;PARANÁ;Cédulas - em polímero;10;1;SUL
2016;PARANÁ;Cédulas - 1a. família;10;347;SUL
2016;PARANÁ;Cédulas - 2a. família;10;134;SUL
2016;PARANÁ;Cédulas - 1a. família;20;2506;SUL
2016;PARANÁ;Cédulas - 2a. família;20;1392;SUL
2016;PARANÁ;Cédulas - 1a. família;50;5190;SUL
2016;PARANÁ;Cédulas - 2a. família;50;4124;SUL
2016;PARANÁ;Cédulas - 1a. família;100;6446;SUL
2016;PARANÁ;Cédulas - 2a. família;100;11896;SUL
2016;PERNAMBUCO;Cédulas - 1a. família;2;11;NORDESTE
2016;PERNAMBUCO;Cédulas - 2a. família;2;35;NORDESTE
2016;PERNAMBUCO;Cédulas - 1a. família;5;35;NORDESTE
2016;PERNAMBUCO;Cédulas - 2a. família;5;236;NORDESTE
2016;PERNAMBUCO;Cédulas - em polímero;10;4;NORDESTE
2016;PERNAMBUCO;Cédulas - 1a. família;10;60;NORDESTE
2016;PERNAMBUCO;Cédulas - 2a. família;10;1106;NORDESTE
2016;PERNAMBUCO;Cédulas - 1a. família;20;117;NORDESTE
2016;PERNAMBUCO;Cédulas - 2a. família;20;5283;NORDESTE
2016;PERNAMBUCO;Cédulas - 1a. família;50;1422;NORDESTE
2016;PERNAMBUCO;Cédulas - 2a. família;50;1159;NORDESTE
2016;PERNAMBUCO;Cédulas - 1a. família;100;811;NORDESTE
2016;PERNAMBUCO;Cédulas - 2a. família;100;4197;NORDESTE
2016;PIAUÍ;Cédulas - 2a. família;2;1;NORDESTE
2016;PIAUÍ;Cédulas - 1a. família;5;9;NORDESTE
2016;PIAUÍ;Cédulas - 2a. família;5;5;NORDESTE
2016;PIAUÍ;Cédulas - 1a. família;10;21;NORDESTE
2016;PIAUÍ;Cédulas - 2a. família;10;15;NORDESTE
2016;PIAUÍ;Cédulas - 1a. família;20;26;NORDESTE
2016;PIAUÍ;Cédulas - 2a. família;20;393;NORDESTE
2016;PIAUÍ;Cédulas - 1a. família;50;256;NORDESTE
2016;PIAUÍ;Cédulas - 2a. família;50;242;NORDESTE
2016;PIAUÍ;Cédulas - 1a. família;100;164;NORDESTE
2016;PIAUÍ;Cédulas - 2a. família;100;2115;NORDESTE
2016;RIO DE JANEIRO;Cédulas - 1a. família;2;26;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 2a. família;2;64;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 1a. família;5;348;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 2a. família;5;789;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 1a. família;10;1072;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 2a. família;10;219;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 1a. família;20;1567;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 2a. família;20;4878;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 1a. família;50;12304;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 2a. família;50;8318;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 1a. família;100;15114;SUDESTE
2016;RIO DE JANEIRO;Cédulas - 2a. família;100;9421;SUDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 1a. família;2;1;NORDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 1a. família;5;6;NORDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 2a. família;5;13;NORDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;26;NORDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 2a. família;10;60;NORDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 1a. família;20;34;NORDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 2a. família;20;181;NORDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 1a. família;50;366;NORDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 2a. família;50;362;NORDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 1a. família;100;373;NORDESTE
2016;RIO GRANDE DO NORTE;Cédulas - 2a. família;100;1084;NORDESTE
2016;RIO GRANDE DO SUL;Cédulas - 1a. família;2;162;SUL
2016;RIO GRANDE DO SUL;Cédulas - 2a. família;2;41;SUL
2016;RIO GRANDE DO SUL;Cédulas - 1a. família;5;586;SUL
2016;RIO GRANDE DO SUL;Cédulas - 2a. família;5;422;SUL
2016;RIO GRANDE DO SUL;Cédulas - 1a. família;10;1251;SUL
2016;RIO GRANDE DO SUL;Cédulas - 2a. família;10;459;SUL
2016;RIO GRANDE DO SUL;Cédulas - 1a. família;20;751;SUL
2016;RIO GRANDE DO SUL;Cédulas - 2a. família;20;2921;SUL
2016;RIO GRANDE DO SUL;Cédulas - 1a. família;50;2612;SUL
2016;RIO GRANDE DO SUL;Cédulas - 2a. família;50;2317;SUL
2016;RIO GRANDE DO SUL;Cédulas - 1a. família;100;6309;SUL
2016;RIO GRANDE DO SUL;Cédulas - 2a. família;100;11675;SUL
2016;RONDÔNIA;Cédulas - 1a. família;2;6;NORTE
2016;RONDÔNIA;Cédulas - 1a. família;5;12;NORTE
2016;RONDÔNIA;Cédulas - 2a. família;5;4;NORTE
2016;RONDÔNIA;Cédulas - 1a. família;10;20;NORTE
2016;RONDÔNIA;Cédulas - 2a. família;10;11;NORTE
2016;RONDÔNIA;Cédulas - 1a. família;20;24;NORTE
2016;RONDÔNIA;Cédulas - 2a. família;20;454;NORTE
2016;RONDÔNIA;Cédulas - 1a. família;50;180;NORTE
2016;RONDÔNIA;Cédulas - 2a. família;50;386;NORTE
2016;RONDÔNIA;Cédulas - 1a. família;100;203;NORTE
2016;RONDÔNIA;Cédulas - 2a. família;100;1797;NORTE
2016;RORAIMA;Cédulas - 2a. família;10;6;NORTE
2016;RORAIMA;Cédulas - 1a. família;20;1;NORTE
2016;RORAIMA;Cédulas - 2a. família;20;26;NORTE
2016;RORAIMA;Cédulas - 1a. família;50;33;NORTE
2016;RORAIMA;Cédulas - 2a. família;50;12;NORTE
2016;RORAIMA;Cédulas - 1a. família;100;57;NORTE
2016;RORAIMA;Cédulas - 2a. família;100;104;NORTE
2016;SANTA CATARINA;Cédulas - 1a. família;2;8;SUL
2016;SANTA CATARINA;Cédulas - 2a. família;2;8;SUL
2016;SANTA CATARINA;Cédulas - 1a. família;5;146;SUL
2016;SANTA CATARINA;Cédulas - 2a. família;5;108;SUL
2016;SANTA CATARINA;Cédulas - 1a. família;10;327;SUL
2016;SANTA CATARINA;Cédulas - 2a. família;10;88;SUL
2016;SANTA CATARINA;Cédulas - 1a. família;20;2100;SUL
2016;SANTA CATARINA;Cédulas - 2a. família;20;2908;SUL
2016;SANTA CATARINA;Cédulas - 1a. família;50;3311;SUL
2016;SANTA CATARINA;Cédulas - 2a. família;50;3560;SUL
2016;SANTA CATARINA;Cédulas - 1a. família;100;3587;SUL
2016;SANTA CATARINA;Cédulas - 2a. família;100;13649;SUL
2016;SÃO PAULO;Cédulas - 1a. família;2;196;SUDESTE
2016;SÃO PAULO;Cédulas - 2a. família;2;320;SUDESTE
2016;SÃO PAULO;Cédulas - 1a. família;5;1075;SUDESTE
2016;SÃO PAULO;Cédulas - 2a. família;5;1467;SUDESTE
2016;SÃO PAULO;Cédulas - em polímero;10;19;SUDESTE
2016;SÃO PAULO;Cédulas - 1a. família;10;2536;SUDESTE
2016;SÃO PAULO;Cédulas - 2a. família;10;600;SUDESTE
2016;SÃO PAULO;Cédulas - 1a. família;20;8270;SUDESTE
2016;SÃO PAULO;Cédulas - 2a. família;20;13282;SUDESTE
2016;SÃO PAULO;Cédulas - 1a. família;50;22737;SUDESTE
2016;SÃO PAULO;Cédulas - 2a. família;50;14228;SUDESTE
2016;SÃO PAULO;Cédulas - 1a. família;100;41847;SUDESTE
2016;SÃO PAULO;Cédulas - 2a. família;100;48634;SUDESTE
2016;SERGIPE;Cédulas - 1a. família;2;1;NORDESTE
2016;SERGIPE;Cédulas - 2a. família;2;1;NORDESTE
2016;SERGIPE;Cédulas - 1a. família;5;2;NORDESTE
2016;SERGIPE;Cédulas - 2a. família;5;106;NORDESTE
2016;SERGIPE;Cédulas - 1a. família;10;11;NORDESTE
2016;SERGIPE;Cédulas - 2a. família;10;803;NORDESTE
2016;SERGIPE;Cédulas - 1a. família;20;9;NORDESTE
2016;SERGIPE;Cédulas - 2a. família;20;563;NORDESTE
2016;SERGIPE;Cédulas - 1a. família;50;448;NORDESTE
2016;SERGIPE;Cédulas - 2a. família;50;390;NORDESTE
2016;SERGIPE;Cédulas - 1a. família;100;130;NORDESTE
2016;SERGIPE;Cédulas - 2a. família;100;832;NORDESTE
2016;TOCANTINS;Cédulas - 1a. família;2;1;NORTE
2016;TOCANTINS;Cédulas - 2a. família;2;1;NORTE
2016;TOCANTINS;Cédulas - 1a. família;5;13;NORTE
2016;TOCANTINS;Cédulas - 2a. família;5;6;NORTE
2016;TOCANTINS;Cédulas - 1a. família;10;31;NORTE
2016;TOCANTINS;Cédulas - 2a. família;10;1;NORTE
2016;TOCANTINS;Cédulas - 1a. família;20;48;NORTE
2016;TOCANTINS;Cédulas - 2a. família;20;61;NORTE
2016;TOCANTINS;Cédulas - 1a. família;50;133;NORTE
2016;TOCANTINS;Cédulas - 2a. família;50;291;NORTE
2016;TOCANTINS;Cédulas - 1a. família;100;102;NORTE
2016;TOCANTINS;Cédulas - 2a. família;100;588;NORTE
2017;ACRE;Cédulas - 2a. família;2;1;NORTE
2017;ACRE;Cédulas - 2a. família;5;1;NORTE
2017;ACRE;Cédulas - 2a. família;20;55;NORTE
2017;ACRE;Cédulas - 1a. família;50;14;NORTE
2017;ACRE;Cédulas - 2a. família;50;77;NORTE
2017;ACRE;Cédulas - 1a. família;100;25;NORTE
2017;ACRE;Cédulas - 2a. família;100;384;NORTE
2017;ALAGOAS;Cédulas - 1a. família;2;2;NORDESTE
2017;ALAGOAS;Cédulas - 2a. família;2;2;NORDESTE
2017;ALAGOAS;Cédulas - 1a. família;5;8;NORDESTE
2017;ALAGOAS;Cédulas - 2a. família;5;17;NORDESTE
