ANO;ESTADO;FAMÍLIA;DENOMINAÇÃO;QUANTIDADE;REGIÃO
1995;PARANÁ;Cédulas - 1a. família;50;;SUL
1995;RIO DE JANEIRO;Cédulas - 1a. família;50;3;SUDESTE
1995;RIO DE JANEIRO;Cédulas - 1a. família;100;0;SUDESTE
1995;SÃO PAULO;Cédulas - 1a. família;100;0;SUDESTE
1996;DISTRITO FEDERAL;Cédulas - 1a. família;50;1;CENTRO-OESTE
1996;DISTRITO FEDERAL;Cédulas - 1a. família;100;1;CENTRO-OESTE
1996;MINAS GERAIS;Cédulas - 1a. família;50;4;SUDESTE
1996;MINAS GERAIS;Cédulas - 1a. família;100;1;SUDESTE
1996;PARANÁ;Cédulas - 1a. família;50;4;SUL
1996;PARANÁ;Cédulas - 1a. família;100;12;SUL
1996;PERNAMBUCO;Cédulas - 1a. família;50;2;NORDESTE
1996;PERNAMBUCO;Cédulas - 1a. família;100;1;NORDESTE
1996;RIO DE JANEIRO;Cédulas - 1a. família;5;2;SUDESTE
1996;RIO DE JANEIRO;Cédulas - 1a. família;10;6087;SUDESTE
1996;RIO DE JANEIRO;Cédulas - 1a. família;50;7988;SUDESTE
1996;RIO DE JANEIRO;Cédulas - 1a. família;100;2311;SUDESTE
1996;RIO GRANDE DO SUL;Cédulas - 1a. família;10;1;SUL
1996;RIO GRANDE DO SUL;Cédulas - 1a. família;50;2;SUL
1996;RIO GRANDE DO SUL;Cédulas - 1a. família;100;2;SUL
1996;RONDÔNIA;Cédulas - 1a. família;100;2;NORTE
1997;AMAPÁ;Cédulas - 1a. família;100;1;NORTE
1997;BAHIA;Cédulas - 1a. família;5;2;NORDESTE
1997;BAHIA;Cédulas - 1a. família;10;49;NORDESTE
1997;BAHIA;Cédulas - 1a. família;50;14;NORDESTE
1997;BAHIA;Cédulas - 1a. família;100;27;NORDESTE
1997;CEARÁ;Cédulas - 1a. família;10;20;NORDESTE
1997;CEARÁ;Cédulas - 1a. família;50;28;NORDESTE
1997;CEARÁ;Cédulas - 1a. família;100;1;NORDESTE
1997;DISTRITO FEDERAL;Cédulas - 1a. família;10;19;CENTRO-OESTE
1997;DISTRITO FEDERAL;Cédulas - 1a. família;50;22;CENTRO-OESTE
1997;DISTRITO FEDERAL;Cédulas - 1a. família;100;12;CENTRO-OESTE
1997;GOIÁS;Cédulas - 1a. família;10;;CENTRO-OESTE
1997;GOIÁS;Cédulas - 1a. família;50;1;CENTRO-OESTE
1997;MATO GROSSO DO SUL;Cédulas - 1a. família;50;8;CENTRO-OESTE
1997;MINAS GERAIS;Cédulas - 1a. família;50;35;SUDESTE
1997;MINAS GERAIS;Cédulas - 1a. família;100;58;SUDESTE
1997;PARANÁ;Cédulas - 1a. família;50;4;SUL
1997;PARANÁ;Cédulas - 1a. família;100;1;SUL
1997;PERNAMBUCO;Cédulas - 1a. família;50;8;NORDESTE
1997;PERNAMBUCO;Cédulas - 1a. família;100;4;NORDESTE
1997;RIO DE JANEIRO;Cédulas - 1a. família;5;180;SUDESTE
1997;RIO DE JANEIRO;Cédulas - 1a. família;10;16;SUDESTE
1997;RIO DE JANEIRO;Cédulas - 1a. família;50;33;SUDESTE
1997;RIO DE JANEIRO;Cédulas - 1a. família;100;73;SUDESTE
1997;RIO GRANDE DO SUL;Cédulas - 1a. família;100;1;SUL
1997;RONDÔNIA;Cédulas - 1a. família;100;1;NORTE
1997;SÃO PAULO;Cédulas - 1a. família;50;1;SUDESTE
1997;TOCANTINS;Cédulas - 1a. família;100;1;NORTE
1998;AMAPÁ;Cédulas - 1a. família;50;79;NORTE
1998;AMAZONAS;Cédulas - 1a. família;5;13;NORTE
1998;AMAZONAS;Cédulas - 1a. família;10;1;NORTE
1998;AMAZONAS;Cédulas - 1a. família;50;364;NORTE
1998;AMAZONAS;Cédulas - 1a. família;100;3;NORTE
1998;CEARÁ;Cédulas - 1a. família;5;5;NORDESTE
1998;CEARÁ;Cédulas - 1a. família;10;26;NORDESTE
1998;CEARÁ;Cédulas - 1a. família;50;69;NORDESTE
1998;CEARÁ;Cédulas - 1a. família;100;49;NORDESTE
1998;DISTRITO FEDERAL;Cédulas - 1a. família;100;1;CENTRO-OESTE
1998;ESPÍRITO SANTO;Cédulas - 1a. família;10;918;SUDESTE
1998;ESPÍRITO SANTO;Cédulas - 1a. família;50;55;SUDESTE
1998;GOIÁS;Cédulas - 1a. família;10;83;CENTRO-OESTE
1998;GOIÁS;Cédulas - 1a. família;100;1;CENTRO-OESTE
1998;MATO GROSSO;Cédulas - 1a. família;10;1;CENTRO-OESTE
1998;MATO GROSSO;Cédulas - 1a. família;50;6;CENTRO-OESTE
1998;MINAS GERAIS;Cédulas - 1a. família;10;42;SUDESTE
1998;MINAS GERAIS;Cédulas - 1a. família;50;22;SUDESTE
1998;MINAS GERAIS;Cédulas - 1a. família;100;7;SUDESTE
1998;PARÁ;Cédulas - 1a. família;50;1;NORTE
1998;PARANÁ;Cédulas - 1a. família;10;475;SUL
1998;PARANÁ;Cédulas - 1a. família;50;338;SUL
1998;PARANÁ;Cédulas - 1a. família;100;3;SUL
1998;PERNAMBUCO;Cédulas - 1a. família;10;689;NORDESTE
1998;PERNAMBUCO;Cédulas - 1a. família;50;3;NORDESTE
1998;PERNAMBUCO;Cédulas - 1a. família;100;1;NORDESTE
1998;PIAUÍ;Cédulas - 1a. família;50;6;NORDESTE
1998;PIAUÍ;Cédulas - 1a. família;100;1;NORDESTE
1998;RIO DE JANEIRO;Cédulas - 1a. família;5;13;SUDESTE
1998;RIO DE JANEIRO;Cédulas - 1a. família;10;223;SUDESTE
1998;RIO DE JANEIRO;Cédulas - 1a. família;50;220;SUDESTE
1998;RIO DE JANEIRO;Cédulas - 1a. família;100;627;SUDESTE
1998;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;3;NORDESTE
1998;RIO GRANDE DO SUL;Cédulas - 1a. família;50;3;SUL
1998;RIO GRANDE DO SUL;Cédulas - 1a. família;100;3;SUL
1998;RONDÔNIA;Cédulas - 1a. família;50;6;NORTE
1998;RONDÔNIA;Cédulas - 1a. família;100;4;NORTE
1998;SANTA CATARINA;Cédulas - 1a. família;5;32;SUL
1998;SANTA CATARINA;Cédulas - 1a. família;10;1016;SUL
1998;SANTA CATARINA;Cédulas - 1a. família;50;791;SUL
1998;SANTA CATARINA;Cédulas - 1a. família;100;347;SUL
1998;SÃO PAULO;Cédulas - 1a. família;5;9;SUDESTE
1998;SÃO PAULO;Cédulas - 1a. família;10;35;SUDESTE
1998;SÃO PAULO;Cédulas - 1a. família;50;207;SUDESTE
1998;SÃO PAULO;Cédulas - 1a. família;100;56;SUDESTE
1998;TOCANTINS;Cédulas - 1a. família;50;11;NORTE
1998;TOCANTINS;Cédulas - 1a. família;100;6;NORTE
1999;ACRE;Cédulas - 1a. família;10;10;NORTE
1999;ACRE;Cédulas - 1a. família;50;49;NORTE
1999;ACRE;Cédulas - 1a. família;100;2;NORTE
1999;ALAGOAS;Cédulas - 1a. família;5;11;NORDESTE
1999;ALAGOAS;Cédulas - 1a. família;10;67;NORDESTE
1999;ALAGOAS;Cédulas - 1a. família;50;105;NORDESTE
1999;ALAGOAS;Cédulas - 1a. família;100;3;NORDESTE
1999;AMAPÁ;Cédulas - 1a. família;10;46;NORTE
1999;AMAPÁ;Cédulas - 1a. família;50;5;NORTE
1999;AMAZONAS;Cédulas - 1a. família;5;5;NORTE
1999;AMAZONAS;Cédulas - 1a. família;10;41;NORTE
1999;AMAZONAS;Cédulas - 1a. família;50;136;NORTE
1999;AMAZONAS;Cédulas - 1a. família;100;121;NORTE
1999;BAHIA;Cédulas - 1a. família;5;83;NORDESTE
1999;BAHIA;Cédulas - 1a. família;10;570;NORDESTE
1999;BAHIA;Cédulas - 1a. família;50;164;NORDESTE
1999;BAHIA;Cédulas - 1a. família;100;8;NORDESTE
1999;CEARÁ;Cédulas - 1a. família;5;45;NORDESTE
1999;CEARÁ;Cédulas - 1a. família;10;90;NORDESTE
1999;CEARÁ;Cédulas - 1a. família;50;136;NORDESTE
1999;CEARÁ;Cédulas - 1a. família;100;9;NORDESTE
1999;DISTRITO FEDERAL;Cédulas - 1a. família;5;68;CENTRO-OESTE
1999;DISTRITO FEDERAL;Cédulas - 1a. família;10;113;CENTRO-OESTE
1999;DISTRITO FEDERAL;Cédulas - 1a. família;50;4505;CENTRO-OESTE
1999;DISTRITO FEDERAL;Cédulas - 1a. família;100;827;CENTRO-OESTE
1999;ESPÍRITO SANTO;Cédulas - 1a. família;5;18;SUDESTE
1999;ESPÍRITO SANTO;Cédulas - 1a. família;10;252;SUDESTE
1999;ESPÍRITO SANTO;Cédulas - 1a. família;50;582;SUDESTE
1999;ESPÍRITO SANTO;Cédulas - 1a. família;100;9;SUDESTE
1999;GOIÁS;Cédulas - 1a. família;5;59;CENTRO-OESTE
1999;GOIÁS;Cédulas - 1a. família;10;532;CENTRO-OESTE
1999;GOIÁS;Cédulas - 1a. família;50;212;CENTRO-OESTE
1999;GOIÁS;Cédulas - 1a. família;100;11;CENTRO-OESTE
1999;MARANHÃO;Cédulas - 1a. família;5;4;NORDESTE
1999;MARANHÃO;Cédulas - 1a. família;10;63;NORDESTE
1999;MARANHÃO;Cédulas - 1a. família;50;69;NORDESTE
1999;MARANHÃO;Cédulas - 1a. família;100;1;NORDESTE
1999;MATO GROSSO;Cédulas - 1a. família;5;4;CENTRO-OESTE
1999;MATO GROSSO;Cédulas - 1a. família;10;94;CENTRO-OESTE
1999;MATO GROSSO;Cédulas - 1a. família;50;126;CENTRO-OESTE
1999;MATO GROSSO;Cédulas - 1a. família;100;13;CENTRO-OESTE
1999;MATO GROSSO DO SUL;Cédulas - 1a. família;5;2;CENTRO-OESTE
1999;MATO GROSSO DO SUL;Cédulas - 1a. família;10;501;CENTRO-OESTE
1999;MATO GROSSO DO SUL;Cédulas - 1a. família;50;1014;CENTRO-OESTE
1999;MATO GROSSO DO SUL;Cédulas - 1a. família;100;33;CENTRO-OESTE
1999;MINAS GERAIS;Cédulas - 1a. família;1;11;SUDESTE
1999;MINAS GERAIS;Cédulas - 1a. família;5;79;SUDESTE
1999;MINAS GERAIS;Cédulas - 1a. família;10;800;SUDESTE
1999;MINAS GERAIS;Cédulas - 1a. família;50;740;SUDESTE
1999;MINAS GERAIS;Cédulas - 1a. família;100;30;SUDESTE
1999;PARÁ;Cédulas - 1a. família;5;1;NORTE
1999;PARÁ;Cédulas - 1a. família;10;103;NORTE
1999;PARÁ;Cédulas - 1a. família;50;85;NORTE
1999;PARÁ;Cédulas - 1a. família;100;8;NORTE
1999;PARAÍBA;Cédulas - 1a. família;5;14;NORDESTE
1999;PARAÍBA;Cédulas - 1a. família;10;16;NORDESTE
1999;PARAÍBA;Cédulas - 1a. família;50;49;NORDESTE
1999;PARAÍBA;Cédulas - 1a. família;100;1;NORDESTE
1999;PARANÁ;Cédulas - 1a. família;5;41;SUL
1999;PARANÁ;Cédulas - 1a. família;10;225;SUL
1999;PARANÁ;Cédulas - 1a. família;50;444;SUL
1999;PARANÁ;Cédulas - 1a. família;100;74;SUL
1999;PERNAMBUCO;Cédulas - 1a. família;1;4;NORDESTE
1999;PERNAMBUCO;Cédulas - 1a. família;5;34;NORDESTE
1999;PERNAMBUCO;Cédulas - 1a. família;10;328;NORDESTE
1999;PERNAMBUCO;Cédulas - 1a. família;50;85;NORDESTE
1999;PERNAMBUCO;Cédulas - 1a. família;100;7;NORDESTE
1999;PIAUÍ;Cédulas - 1a. família;5;4;NORDESTE
1999;PIAUÍ;Cédulas - 1a. família;10;60;NORDESTE
1999;PIAUÍ;Cédulas - 1a. família;50;37;NORDESTE
1999;PIAUÍ;Cédulas - 1a. família;100;1;NORDESTE
1999;RIO DE JANEIRO;Cédulas - 1a. família;5;162;SUDESTE
1999;RIO DE JANEIRO;Cédulas - 1a. família;10;1621;SUDESTE
1999;RIO DE JANEIRO;Cédulas - 1a. família;50;2229;SUDESTE
1999;RIO DE JANEIRO;Cédulas - 1a. família;100;45;SUDESTE
1999;RIO GRANDE DO NORTE;Cédulas - 1a. família;5;3;NORDESTE
1999;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;71;NORDESTE
1999;RIO GRANDE DO NORTE;Cédulas - 1a. família;50;22;NORDESTE
1999;RIO GRANDE DO NORTE;Cédulas - 1a. família;100;5;NORDESTE
1999;RIO GRANDE DO SUL;Cédulas - 1a. família;5;22;SUL
1999;RIO GRANDE DO SUL;Cédulas - 1a. família;10;256;SUL
1999;RIO GRANDE DO SUL;Cédulas - 1a. família;50;244;SUL
1999;RIO GRANDE DO SUL;Cédulas - 1a. família;100;38;SUL
1999;RONDÔNIA;Cédulas - 1a. família;1;1;NORTE
1999;RONDÔNIA;Cédulas - 1a. família;5;1;NORTE
1999;RONDÔNIA;Cédulas - 1a. família;10;97;NORTE
1999;RONDÔNIA;Cédulas - 1a. família;50;122;NORTE
1999;RONDÔNIA;Cédulas - 1a. família;100;14;NORTE
1999;RORAIMA;Cédulas - 1a. família;10;1;NORTE
1999;RORAIMA;Cédulas - 1a. família;50;7;NORTE
1999;RORAIMA;Cédulas - 1a. família;100;1;NORTE
1999;SANTA CATARINA;Cédulas - 1a. família;5;6;SUL
1999;SANTA CATARINA;Cédulas - 1a. família;10;94;SUL
1999;SANTA CATARINA;Cédulas - 1a. família;50;200;SUL
1999;SANTA CATARINA;Cédulas - 1a. família;100;7;SUL
1999;SÃO PAULO;Cédulas - 1a. família;1;4;SUDESTE
1999;SÃO PAULO;Cédulas - 1a. família;5;193;SUDESTE
1999;SÃO PAULO;Cédulas - 1a. família;10;6465;SUDESTE
1999;SÃO PAULO;Cédulas - 1a. família;50;2674;SUDESTE
1999;SÃO PAULO;Cédulas - 1a. família;100;295;SUDESTE
1999;SERGIPE;Cédulas - 1a. família;10;8;NORDESTE
1999;SERGIPE;Cédulas - 1a. família;50;4;NORDESTE
1999;TOCANTINS;Cédulas - 1a. família;5;4;NORTE
1999;TOCANTINS;Cédulas - 1a. família;10;119;NORTE
1999;TOCANTINS;Cédulas - 1a. família;50;21;NORTE
1999;TOCANTINS;Cédulas - 1a. família;100;7;NORTE
2000;ACRE;Cédulas - 1a. família;10;25;NORTE
2000;ACRE;Cédulas - 1a. família;50;136;NORTE
2000;ACRE;Cédulas - 1a. família;100;15;NORTE
2000;ALAGOAS;Cédulas - 1a. família;1;4;NORDESTE
2000;ALAGOAS;Cédulas - 1a. família;5;104;NORDESTE
2000;ALAGOAS;Cédulas - 1a. família;10;1344;NORDESTE
2000;ALAGOAS;Cédulas - 1a. família;50;882;NORDESTE
2000;ALAGOAS;Cédulas - 1a. família;100;101;NORDESTE
2000;AMAPÁ;Cédulas - 1a. família;10;6;NORTE
2000;AMAPÁ;Cédulas - 1a. família;50;4;NORTE
2000;AMAZONAS;Cédulas - 1a. família;5;76;NORTE
2000;AMAZONAS;Cédulas - 1a. família;10;810;NORTE
2000;AMAZONAS;Cédulas - 1a. família;50;702;NORTE
2000;AMAZONAS;Cédulas - 1a. família;100;220;NORTE
2000;BAHIA;Cédulas - 1a. família;1;13;NORDESTE
2000;BAHIA;Cédulas - 1a. família;5;851;NORDESTE
2000;BAHIA;Cédulas - 1a. família;10;8202;NORDESTE
2000;BAHIA;Cédulas - 1a. família;50;4238;NORDESTE
2000;BAHIA;Cédulas - 1a. família;100;110;NORDESTE
2000;CEARÁ;Cédulas - 1a. família;1;3;NORDESTE
2000;CEARÁ;Cédulas - 1a. família;5;403;NORDESTE
2000;CEARÁ;Cédulas - 1a. família;10;1609;NORDESTE
2000;CEARÁ;Cédulas - 1a. família;50;1300;NORDESTE
2000;CEARÁ;Cédulas - 1a. família;100;42;NORDESTE
2000;DISTRITO FEDERAL;Cédulas - 1a. família;1;8;CENTRO-OESTE
2000;DISTRITO FEDERAL;Cédulas - 1a. família;5;411;CENTRO-OESTE
2000;DISTRITO FEDERAL;Cédulas - 1a. família;10;2939;CENTRO-OESTE
2000;DISTRITO FEDERAL;Cédulas - 1a. família;50;4359;CENTRO-OESTE
2000;DISTRITO FEDERAL;Cédulas - 1a. família;100;212;CENTRO-OESTE
2000;ESPÍRITO SANTO;Cédulas - 1a. família;1;4;SUDESTE
2000;ESPÍRITO SANTO;Cédulas - 1a. família;5;84;SUDESTE
2000;ESPÍRITO SANTO;Cédulas - em polímero;10;1;SUDESTE
2000;ESPÍRITO SANTO;Cédulas - 1a. família;10;824;SUDESTE
2000;ESPÍRITO SANTO;Cédulas - 1a. família;50;1305;SUDESTE
2000;ESPÍRITO SANTO;Cédulas - 1a. família;100;19;SUDESTE
2000;GOIÁS;Cédulas - 1a. família;1;1;CENTRO-OESTE
2000;GOIÁS;Cédulas - 1a. família;5;225;CENTRO-OESTE
2000;GOIÁS;Cédulas - 1a. família;10;2926;CENTRO-OESTE
2000;GOIÁS;Cédulas - 1a. família;50;3240;CENTRO-OESTE
2000;GOIÁS;Cédulas - 1a. família;100;147;CENTRO-OESTE
2000;MARANHÃO;Cédulas - 1a. família;1;1;NORDESTE
2000;MARANHÃO;Cédulas - 1a. família;5;45;NORDESTE
2000;MARANHÃO;Cédulas - 1a. família;10;737;NORDESTE
2000;MARANHÃO;Cédulas - 1a. família;50;592;NORDESTE
2000;MARANHÃO;Cédulas - 1a. família;100;19;NORDESTE
2000;MATO GROSSO;Cédulas - 1a. família;5;22;CENTRO-OESTE
2000;MATO GROSSO;Cédulas - 1a. família;10;313;CENTRO-OESTE
2000;MATO GROSSO;Cédulas - 1a. família;50;1374;CENTRO-OESTE
2000;MATO GROSSO;Cédulas - 1a. família;100;65;CENTRO-OESTE
2000;MATO GROSSO DO SUL;Cédulas - 1a. família;5;16;CENTRO-OESTE
2000;MATO GROSSO DO SUL;Cédulas - 1a. família;10;531;CENTRO-OESTE
2000;MATO GROSSO DO SUL;Cédulas - 1a. família;50;3199;CENTRO-OESTE
2000;MATO GROSSO DO SUL;Cédulas - 1a. família;100;64;CENTRO-OESTE
2000;MINAS GERAIS;Cédulas - 1a. família;1;8;SUDESTE
2000;MINAS GERAIS;Cédulas - 1a. família;5;1558;SUDESTE
2000;MINAS GERAIS;Cédulas - em polímero;10;2;SUDESTE
2000;MINAS GERAIS;Cédulas - 1a. família;10;15322;SUDESTE
2000;MINAS GERAIS;Cédulas - 1a. família;50;13828;SUDESTE
2000;MINAS GERAIS;Cédulas - 1a. família;100;359;SUDESTE
2000;PARÁ;Cédulas - 1a. família;1;4;NORTE
2000;PARÁ;Cédulas - 1a. família;5;193;NORTE
2000;PARÁ;Cédulas - 1a. família;10;690;NORTE
2000;PARÁ;Cédulas - 1a. família;50;588;NORTE
2000;PARÁ;Cédulas - 1a. família;100;37;NORTE
2000;PARAÍBA;Cédulas - 1a. família;1;1;NORDESTE
2000;PARAÍBA;Cédulas - 1a. família;5;49;NORDESTE
2000;PARAÍBA;Cédulas - 1a. família;10;481;NORDESTE
2000;PARAÍBA;Cédulas - 1a. família;50;374;NORDESTE
2000;PARAÍBA;Cédulas - 1a. família;100;14;NORDESTE
2000;PARANÁ;Cédulas - 1a. família;1;9;SUL
2000;PARANÁ;Cédulas - 1a. família;5;436;SUL
2000;PARANÁ;Cédulas - 1a. família;10;4408;SUL
2000;PARANÁ;Cédulas - 1a. família;50;6022;SUL
2000;PARANÁ;Cédulas - 1a. família;100;424;SUL
2000;PERNAMBUCO;Cédulas - 1a. família;1;130;NORDESTE
2000;PERNAMBUCO;Cédulas - 1a. família;5;2338;NORDESTE
2000;PERNAMBUCO;Cédulas - em polímero;10;11;NORDESTE
2000;PERNAMBUCO;Cédulas - 1a. família;10;10516;NORDESTE
2000;PERNAMBUCO;Cédulas - 1a. família;50;3386;NORDESTE
2000;PERNAMBUCO;Cédulas - 1a. família;100;122;NORDESTE
2000;PIAUÍ;Cédulas - 1a. família;5;39;NORDESTE
2000;PIAUÍ;Cédulas - 1a. família;10;423;NORDESTE
2000;PIAUÍ;Cédulas - 1a. família;50;247;NORDESTE
2000;PIAUÍ;Cédulas - 1a. família;100;17;NORDESTE
2000;RIO DE JANEIRO;Cédulas - 1a. família;1;8;SUDESTE
2000;RIO DE JANEIRO;Cédulas - 1a. família;5;2715;SUDESTE
2000;RIO DE JANEIRO;Cédulas - em polímero;10;1;SUDESTE
2000;RIO DE JANEIRO;Cédulas - 1a. família;10;9907;SUDESTE
2000;RIO DE JANEIRO;Cédulas - 1a. família;50;22568;SUDESTE
2000;RIO DE JANEIRO;Cédulas - 1a. família;100;371;SUDESTE
2000;RIO GRANDE DO NORTE;Cédulas - 1a. família;1;2;NORDESTE
2000;RIO GRANDE DO NORTE;Cédulas - 1a. família;5;101;NORDESTE
2000;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;600;NORDESTE
2000;RIO GRANDE DO NORTE;Cédulas - 1a. família;50;301;NORDESTE
2000;RIO GRANDE DO NORTE;Cédulas - 1a. família;100;23;NORDESTE
2000;RIO GRANDE DO SUL;Cédulas - 1a. família;1;44;SUL
2000;RIO GRANDE DO SUL;Cédulas - 1a. família;5;581;SUL
2000;RIO GRANDE DO SUL;Cédulas - 1a. família;10;11648;SUL
2000;RIO GRANDE DO SUL;Cédulas - 1a. família;50;4595;SUL
2000;RIO GRANDE DO SUL;Cédulas - 1a. família;100;541;SUL
2000;RONDÔNIA;Cédulas - 1a. família;5;29;NORTE
2000;RONDÔNIA;Cédulas - 1a. família;10;76;NORTE
2000;RONDÔNIA;Cédulas - 1a. família;50;555;NORTE
2000;RONDÔNIA;Cédulas - 1a. família;100;22;NORTE
2000;RORAIMA;Cédulas - 1a. família;10;20;NORTE
2000;RORAIMA;Cédulas - 1a. família;50;105;NORTE
2000;RORAIMA;Cédulas - 1a. família;100;51;NORTE
2000;SANTA CATARINA;Cédulas - 1a. família;1;3;SUL
2000;SANTA CATARINA;Cédulas - 1a. família;5;83;SUL
2000;SANTA CATARINA;Cédulas - 1a. família;10;1743;SUL
2000;SANTA CATARINA;Cédulas - 1a. família;50;2374;SUL
2000;SANTA CATARINA;Cédulas - 1a. família;100;111;SUL
2000;SÃO PAULO;Cédulas - 1a. família;1;50;SUDESTE
2000;SÃO PAULO;Cédulas - 1a. família;5;5456;SUDESTE
2000;SÃO PAULO;Cédulas - em polímero;10;85;SUDESTE
2000;SÃO PAULO;Cédulas - 1a. família;10;98564;SUDESTE
2000;SÃO PAULO;Cédulas - 1a. família;50;55283;SUDESTE
2000;SÃO PAULO;Cédulas - 1a. família;100;1519;SUDESTE
2000;SERGIPE;Cédulas - 1a. família;1;1;NORDESTE
2000;SERGIPE;Cédulas - 1a. família;5;66;NORDESTE
2000;SERGIPE;Cédulas - 1a. família;10;923;NORDESTE
2000;SERGIPE;Cédulas - 1a. família;50;555;NORDESTE
2000;SERGIPE;Cédulas - 1a. família;100;17;NORDESTE
2000;TOCANTINS;Cédulas - 1a. família;5;33;NORTE
2000;TOCANTINS;Cédulas - 1a. família;10;316;NORTE
2000;TOCANTINS;Cédulas - 1a. família;50;132;NORTE
2000;TOCANTINS;Cédulas - 1a. família;100;14;NORTE
2001;ACRE;Cédulas - 1a. família;5;3;NORTE
2001;ACRE;Cédulas - 1a. família;10;154;NORTE
2001;ACRE;Cédulas - 1a. família;50;448;NORTE
2001;ACRE;Cédulas - 1a. família;100;1;NORTE
2001;ALAGOAS;Cédulas - 1a. família;1;5;NORDESTE
2001;ALAGOAS;Cédulas - 1a. família;5;264;NORDESTE
2001;ALAGOAS;Cédulas - em polímero;10;47;NORDESTE
2001;ALAGOAS;Cédulas - 1a. família;10;1234;NORDESTE
2001;ALAGOAS;Cédulas - 1a. família;50;714;NORDESTE
2001;ALAGOAS;Cédulas - 1a. família;100;12;NORDESTE
2001;AMAPÁ;Cédulas - 1a. família;5;3;NORTE
2001;AMAPÁ;Cédulas - 1a. família;10;89;NORTE
2001;AMAPÁ;Cédulas - 1a. família;50;145;NORTE
2001;AMAPÁ;Cédulas - 1a. família;100;2;NORTE
2001;AMAZONAS;Cédulas - 1a. família;1;7;NORTE
2001;AMAZONAS;Cédulas - 1a. família;5;54;NORTE
2001;AMAZONAS;Cédulas - em polímero;10;23;NORTE
2001;AMAZONAS;Cédulas - 1a. família;10;345;NORTE
2001;AMAZONAS;Cédulas - 1a. família;50;185;NORTE
2001;AMAZONAS;Cédulas - 1a. família;100;89;NORTE
2001;BAHIA;Cédulas - 1a. família;1;10;NORDESTE
2001;BAHIA;Cédulas - 1a. família;5;748;NORDESTE
2001;BAHIA;Cédulas - em polímero;10;657;NORDESTE
2001;BAHIA;Cédulas - 1a. família;10;6517;NORDESTE
2001;BAHIA;Cédulas - 1a. família;50;4943;NORDESTE
2001;BAHIA;Cédulas - 1a. família;100;44;NORDESTE
2001;CEARÁ;Cédulas - 1a. família;1;3;NORDESTE
2001;CEARÁ;Cédulas - 1a. família;5;1189;NORDESTE
2001;CEARÁ;Cédulas - em polímero;10;93;NORDESTE
2001;CEARÁ;Cédulas - 1a. família;10;4738;NORDESTE
2001;CEARÁ;Cédulas - 1a. família;50;2533;NORDESTE
2001;CEARÁ;Cédulas - 1a. família;100;34;NORDESTE
2001;DISTRITO FEDERAL;Cédulas - 1a. família;1;6;CENTRO-OESTE
2001;DISTRITO FEDERAL;Cédulas - 1a. família;5;2072;CENTRO-OESTE
2001;DISTRITO FEDERAL;Cédulas - em polímero;10;33;CENTRO-OESTE
2001;DISTRITO FEDERAL;Cédulas - 1a. família;10;9550;CENTRO-OESTE
2001;DISTRITO FEDERAL;Cédulas - 1a. família;50;4094;CENTRO-OESTE
2001;DISTRITO FEDERAL;Cédulas - 1a. família;100;43;CENTRO-OESTE
2001;ESPÍRITO SANTO;Cédulas - 1a. família;1;2;SUDESTE
2001;ESPÍRITO SANTO;Cédulas - 1a. família;5;251;SUDESTE
2001;ESPÍRITO SANTO;Cédulas - em polímero;10;10;SUDESTE
2001;ESPÍRITO SANTO;Cédulas - 1a. família;10;1352;SUDESTE
2001;ESPÍRITO SANTO;Cédulas - 1a. família;50;1360;SUDESTE
2001;ESPÍRITO SANTO;Cédulas - 1a. família;100;9;SUDESTE
2001;GOIÁS;Cédulas - 1a. família;1;3;CENTRO-OESTE
2001;GOIÁS;Cédulas - 1a. família;5;757;CENTRO-OESTE
2001;GOIÁS;Cédulas - em polímero;10;64;CENTRO-OESTE
2001;GOIÁS;Cédulas - 1a. família;10;4899;CENTRO-OESTE
2001;GOIÁS;Cédulas - 1a. família;50;3594;CENTRO-OESTE
2001;GOIÁS;Cédulas - 1a. família;100;71;CENTRO-OESTE
2001;MARANHÃO;Cédulas - 1a. família;1;1;NORDESTE
2001;MARANHÃO;Cédulas - 1a. família;5;213;NORDESTE
2001;MARANHÃO;Cédulas - em polímero;10;28;NORDESTE
2001;MARANHÃO;Cédulas - 1a. família;10;1302;NORDESTE
2001;MARANHÃO;Cédulas - 1a. família;50;822;NORDESTE
2001;MARANHÃO;Cédulas - 1a. família;100;14;NORDESTE
2001;MATO GROSSO;Cédulas - 1a. família;1;1;CENTRO-OESTE
2001;MATO GROSSO;Cédulas - 1a. família;5;44;CENTRO-OESTE
2001;MATO GROSSO;Cédulas - 1a. família;10;346;CENTRO-OESTE
2001;MATO GROSSO;Cédulas - 1a. família;50;1680;CENTRO-OESTE
2001;MATO GROSSO;Cédulas - 1a. família;100;44;CENTRO-OESTE
2001;MATO GROSSO DO SUL;Cédulas - 1a. família;5;46;CENTRO-OESTE
2001;MATO GROSSO DO SUL;Cédulas - em polímero;10;18;CENTRO-OESTE
2001;MATO GROSSO DO SUL;Cédulas - 1a. família;10;736;CENTRO-OESTE
2001;MATO GROSSO DO SUL;Cédulas - 1a. família;50;4132;CENTRO-OESTE
2001;MATO GROSSO DO SUL;Cédulas - 1a. família;100;22;CENTRO-OESTE
